PurchaseID,Item,Date
74,frankfurter,12/5/15
74,brown bread,12/5/15
74,roll products ,12/5/15
74,detergent,12/5/15
75,other vegetables,1/7/15
75,whole milk,1/7/15
75,yogurt,1/7/15
75,hard cheese,1/7/15
75,bottled beer,1/7/15
76,citrus fruit,8/7/15
76,frankfurter,8/7/15
76,salty snack,8/7/15
76,newspapers,8/7/15
76,white wine,8/7/15
77,flour,9/21/15
77,pork,9/21/15
77,butter,9/21/15
77,shopping bags,9/21/15
77,hard cheese,9/21/15
78,sugar,10/12/15
78,canned vegetables,10/12/15
78,flour,10/12/15
78,bottled water,10/12/15
78,salty snack,10/12/15
79,frozen meals,9/30/15
79,chicken,9/30/15
79,whipped/sour cream,9/30/15
79,whole milk,9/30/15
79,bottled beer,9/30/15
80,chocolate,1/31/15
80,pip fruit,1/31/15
80,rolls/buns,1/31/15
80,other vegetables,1/31/15
80,frozen vegetables,1/31/15
81,root vegetables,12/13/15
81,sausage,12/13/15
81,cream cheese ,12/13/15
81,curd,12/13/15
81,UHT-milk,12/13/15
82,root vegetables,9/18/15
82,rolls/buns,9/18/15
82,whole milk,9/18/15
82,frozen vegetables,9/18/15
82,specialty chocolate,9/18/15
82,seasonal products,9/18/15
83,herbs,4/3/15
83,pork,4/3/15
83,sugar,4/3/15
83,hard cheese,4/3/15
83,long life bakery product,4/3/15
84,bottled water,11/30/15
84,chicken,11/30/15
84,processed cheese,11/30/15
84,whole milk,11/30/15
85,sausage,12/20/15
85,coffee,12/20/15
85,pip fruit,12/20/15
85,tropical fruit,12/20/15
86,coffee,4/8/15
86,sausage,4/8/15
86,bottled water,4/8/15
86,cream cheese ,4/8/15
87,pork,6/11/15
87,sausage,6/11/15
87,whole milk,6/11/15
87,frozen vegetables,6/11/15
88,berries,2/18/15
88,bottled beer,2/18/15
88,beef,2/18/15
88,whole milk,2/18/15
89,soda,7/22/15
89,curd cheese,7/22/15
89,root vegetables,7/22/15
89,semi-finished bread,7/22/15
90,berries,8/23/15
90,frankfurter,8/23/15
90,beef,8/23/15
90,brown bread,8/23/15
91,fruit/vegetable juice,4/15/15
91,sausage,4/15/15
91,whole milk,4/15/15
91,pip fruit,4/15/15
92,citrus fruit,1/26/15
92,soda,1/26/15
92,herbs,1/26/15
92,oil,1/26/15
93,pork,12/29/15
93,rolls/buns,12/29/15
93,yogurt,12/29/15
93,brown bread,12/29/15
94,detergent,10/20/15
94,tropical fruit,10/20/15
94,shopping bags,10/20/15
94,soft cheese,10/20/15
95,grapes,8/17/15
95,butter,8/17/15
95,newspapers,8/17/15
95,pip fruit,8/17/15
96,sausage,5/17/15
96,frankfurter,5/17/15
96,other vegetables,5/17/15
96,bottled water,5/17/15
97,chicken,7/25/15
97,finished products,7/25/15
97,meat,7/25/15
97,fruit/vegetable juice,7/25/15
98,whole milk,12/23/15
98,liver loaf,12/23/15
98,yogurt,12/23/15
98,fruit/vegetable juice,12/23/15
99,citrus fruit,12/12/15
99,frankfurter,12/12/15
99,bottled water,12/12/15
100,soda,11/9/15
100,butter milk,11/9/15
100,citrus fruit,11/9/15
100,other vegetables,11/9/15
101,sausage,3/20/15
101,whole milk,3/20/15
101,detergent,3/20/15
101,rolls/buns,3/20/15
102,frankfurter,6/18/15
102,whole milk,6/18/15
102,hamburger meat,6/18/15
102,white bread,6/18/15
103,sausage,8/12/15
103,root vegetables,8/12/15
103,soda,8/12/15
103,chocolate marshmallow,8/12/15
104,soda,4/25/15
104,whole milk,4/25/15
104,sugar,4/25/15
105,rolls/buns,8/7/15
105,sausage,8/7/15
105,whole milk,8/7/15
105,nuts/prunes,8/7/15
106,beef,5/14/15
106,waffles,5/14/15
106,citrus fruit,5/14/15
107,whole milk,4/5/15
107,citrus fruit,4/5/15
107,butter,4/5/15
107,pip fruit,4/5/15
108,processed cheese,10/10/15
108,whole milk,10/10/15
108,rolls/buns,10/10/15
108,margarine,10/10/15
109,tropical fruit,3/4/15
109,pork,3/4/15
109,soda,3/4/15
109,onions,3/4/15
110,frankfurter,11/6/15
110,berries,11/6/15
110,tropical fruit,11/6/15
110,rolls/buns,11/6/15
111,packaged fruit/vegetables,10/30/15
111,bottled water,10/30/15
111,pork,10/30/15
111,domestic eggs,10/30/15
112,whole milk,5/23/15
112,chocolate,5/23/15
112,rolls/buns,5/23/15
112,brown bread,5/23/15
113,berries,5/6/15
113,fruit/vegetable juice,5/6/15
113,cream cheese ,5/6/15
113,tropical fruit,5/6/15
114,citrus fruit,7/11/15
114,whole milk,7/11/15
114,yogurt,7/11/15
114,canned beer,7/11/15
115,tropical fruit,4/9/15
115,grapes,4/9/15
115,chocolate marshmallow,4/9/15
115,yogurt,4/9/15
115,red/blush wine,4/9/15
115,brown bread,4/9/15
116,hamburger meat,5/18/15
116,chicken,5/18/15
116,butter,5/18/15
116,rolls/buns,5/18/15
117,hamburger meat,3/26/15
117,hygiene articles,3/26/15
117,soda,3/26/15
117,tropical fruit,3/26/15
118,whole milk,6/23/15
118,pork,6/23/15
118,rolls/buns,6/23/15
118,yogurt,6/23/15
119,fish,10/8/15
119,root vegetables,10/8/15
119,tropical fruit,10/8/15
119,other vegetables,10/8/15
120,frankfurter,7/23/15
120,chicken,7/23/15
120,processed cheese,7/23/15
120,dessert,7/23/15
121,packaged fruit/vegetables,1/6/15
121,root vegetables,1/6/15
121,sliced cheese,1/6/15
121,pip fruit,1/6/15
122,pastry,5/15/15
122,pip fruit,5/15/15
122,rolls/buns,5/15/15
122,yogurt,5/15/15
123,other vegetables,6/14/15
123,pip fruit,6/14/15
123,UHT-milk,6/14/15
123,herbs,6/14/15
124,misc. beverages,5/21/15
124,bottled beer,5/21/15
124,other vegetables,5/21/15
124,cream cheese ,5/21/15
125,frankfurter,1/14/15
125,rolls/buns,1/14/15
125,shopping bags,1/14/15
125,margarine,1/14/15
126,sparkling wine,8/8/15
126,whole milk,8/8/15
126,dessert,8/8/15
126,salt,8/8/15
127,specialty bar,10/6/15
127,candy,10/6/15
127,root vegetables,10/6/15
127,ice cream,10/6/15
128,sausage,9/18/15
128,curd,9/18/15
128,bottled water,9/18/15
128,frozen meals,9/18/15
129,curd cheese,11/11/15
129,sausage,11/11/15
129,bottled water,11/11/15
129,napkins,11/11/15
130,frankfurter,9/15/15
130,tropical fruit,9/15/15
130,berries,9/15/15
131,whole milk,4/5/15
131,herbs,4/5/15
131,rolls/buns,4/5/15
131,cake bar,4/5/15
132,newspapers,6/27/15
132,grapes,6/27/15
132,onions,6/27/15
132,coffee,6/27/15
133,berries,9/30/15
133,sausage,9/30/15
133,tropical fruit,9/30/15
133,butter,9/30/15
134,curd,1/13/15
134,bottled beer,1/13/15
134,hamburger meat,1/13/15
134,sweet spreads,1/13/15
135,tropical fruit,6/9/15
135,yogurt,6/9/15
135,sausage,6/9/15
135,rolls/buns,6/9/15
136,soda,8/22/15
136,canned beer,8/22/15
136,citrus fruit,8/22/15
136,frozen meals,8/22/15
137,rolls/buns,2/25/15
137,nuts/prunes,2/25/15
137,pastry,2/25/15
137,fruit/vegetable juice,2/25/15
138,canned beer,2/22/15
138,grapes,2/22/15
138,whole milk,2/22/15
138,dessert,2/22/15
139,canned beer,1/16/15
139,grapes,1/16/15
139,bottled beer,1/16/15
139,yogurt,1/16/15
140,frankfurter,11/19/15
140,citrus fruit,11/19/15
140,bottled water,11/19/15
140,fruit/vegetable juice,11/19/15
141,other vegetables,8/19/15
141,whole milk,8/19/15
141,root vegetables,8/19/15
141,domestic eggs,8/19/15
142,whole milk,8/25/15
142,rolls/buns,8/25/15
142,other vegetables,8/25/15
142,margarine,8/25/15
143,whole milk,6/24/15
143,rolls/buns,6/24/15
143,other vegetables,6/24/15
143,white bread,6/24/15
144,citrus fruit,6/11/15
144,canned beer,6/11/15
144,rolls/buns,6/11/15
144,whole milk,6/11/15
145,frankfurter,10/3/15
145,butter,10/3/15
145,specialty bar,10/3/15
145,yogurt,10/3/15
146,frankfurter,1/21/15
146,beef,1/21/15
146,frozen fish,1/21/15
146,rice,1/21/15
146,napkins,1/21/15
147,butter milk,7/18/15
147,soda,7/18/15
147,ham,7/18/15
147,bottled beer,7/18/15
147,detergent,7/18/15
148,hamburger meat,9/30/15
148,sausage,9/30/15
148,margarine,9/30/15
148,tropical fruit,9/30/15
148,pickled vegetables,9/30/15
149,pasta,8/2/15
149,sausage,8/2/15
149,rolls/buns,8/2/15
149,root vegetables,8/2/15
149,flower (seeds),8/2/15
150,other vegetables,8/6/15
150,cream cheese ,8/6/15
150,tropical fruit,8/6/15
150,root vegetables,8/6/15
150,specialty chocolate,8/6/15
151,sausage,9/6/15
151,long life bakery product,9/6/15
151,beef,9/6/15
151,other vegetables,9/6/15
151,margarine,9/6/15
152,rolls/buns,3/16/15
152,other vegetables,3/16/15
152,curd,3/16/15
152,spread cheese,3/16/15
152,candles,3/16/15
153,grapes,2/25/15
153,canned beer,2/25/15
153,frozen dessert,2/25/15
153,sugar,2/25/15
153,detergent,2/25/15
154,root vegetables,7/3/15
154,bottled water,7/3/15
154,napkins,7/3/15
154,shopping bags,7/3/15
154,rice,7/3/15
155,coffee,5/31/15
155,sausage,5/31/15
155,shopping bags,5/31/15
155,specialty bar,5/31/15
155,red/blush wine,5/31/15
156,popcorn,6/30/15
156,pork,6/30/15
156,margarine,6/30/15
156,beef,6/30/15
156,butter,6/30/15
157,whole milk,8/27/15
157,root vegetables,8/27/15
158,tropical fruit,5/3/15
158,pastry,5/3/15
159,beef,4/17/15
159,canned beer,4/17/15
160,whole milk,6/25/15
160,rolls/buns,6/25/15
161,frankfurter,5/6/15
161,hamburger meat,5/6/15
162,tropical fruit,4/10/15
162,yogurt,4/10/15
163,canned beer,7/5/15
163,tropical fruit,7/5/15
164,finished products,6/17/15
164,cream cheese ,6/17/15
165,beverages,2/14/15
165,whole milk,2/14/15
166,hamburger meat,2/19/15
166,frozen vegetables,2/19/15
167,whole milk,8/24/15
167,pasta,8/24/15
168,finished products,6/22/15
168,pip fruit,6/22/15
169,other vegetables,12/25/15
169,whipped/sour cream,12/25/15
170,ham,7/18/15
170,whole milk,7/18/15
171,other vegetables,9/4/15
171,chocolate,9/4/15
172,curd,9/3/15
172,misc. beverages,9/3/15
173,bottled beer,1/17/15
173,yogurt,1/17/15
174,curd,11/26/15
174,sausage,11/26/15
175,whole milk,5/3/15
175,rolls/buns,5/3/15
176,whole milk,3/16/15
176,hard cheese,3/16/15
177,dessert,2/27/15
177,chocolate,2/27/15
178,sausage,4/22/15
178,root vegetables,4/22/15
179,other vegetables,4/17/15
179,beverages,4/17/15
180,ham,10/17/15
180,rolls/buns,10/17/15
181,other vegetables,6/4/15
181,cream cheese ,6/4/15
182,other vegetables,10/11/15
182,rolls/buns,10/11/15
183,soda,8/17/15
183,zwieback,8/17/15
184,herbs,5/2/15
184,whole milk,5/2/15
185,frankfurter,7/28/15
185,shopping bags,7/28/15
186,rolls/buns,8/21/15
186,cereals,8/21/15
187,curd,8/7/15
187,chocolate,8/7/15
188,frankfurter,12/4/15
188,beef,12/4/15
189,other vegetables,7/24/15
189,curd,7/24/15
190,dog food,9/5/15
190,pork,9/5/15
191,specialty bar,4/20/15
191,cream cheese ,4/20/15
192,curd,4/28/15
192,other vegetables,4/28/15
193,frankfurter,2/20/15
193,specialty chocolate,2/20/15
194,soda,11/14/15
194,berries,11/14/15
195,beef,1/8/15
195,frozen vegetables,1/8/15
196,canned beer,1/17/15
196,yogurt,1/17/15
197,pork,10/10/15
197,rolls/buns,10/10/15
198,frankfurter,4/26/15
198,dog food,4/26/15
199,sausage,7/1/15
199,fish,7/1/15
200,canned beer,9/13/15
200,berries,9/13/15
201,specialty chocolate,6/6/15
201,tropical fruit,6/6/15
202,curd,2/26/15
202,cream cheese ,2/26/15
203,canned beer,5/7/15
203,whole milk,5/7/15
204,whole milk,7/10/15
204,tropical fruit,7/10/15
205,rolls/buns,1/21/15
205,bottled beer,1/21/15
206,pork,10/23/15
206,tropical fruit,10/23/15
207,citrus fruit,3/14/15
207,misc. beverages,3/14/15
208,pot plants,4/11/15
208,soda,4/11/15
209,rolls/buns,6/14/15
209,hamburger meat,6/14/15
210,butter,12/7/15
210,rolls/buns,12/7/15
211,condensed milk,9/24/15
211,onions,9/24/15
212,sausage,6/20/15
212,cocoa drinks,6/20/15
213,whole milk,11/8/15
213,hygiene articles,11/8/15
214,sausage,7/21/15
215,beverages,11/22/15
215,canned fish,11/22/15
216,beverages,2/22/15
216,other vegetables,2/22/15
217,bottled water,4/9/15
218,newspapers,4/10/15
218,shopping bags,4/10/15
219,cleaner,12/5/15
219,other vegetables,12/5/15
220,sausage,10/7/15
220,tea,10/7/15
221,newspapers,12/24/15
221,sausage,12/24/15
222,sausage,11/15/15
222,soda,11/15/15
223,misc. beverages,1/27/15
223,onions,1/27/15
224,white wine,4/13/15
224,whole milk,4/13/15
225,sausage,4/12/15
225,beverages,4/12/15
226,meat,10/16/15
226,rolls/buns,10/16/15
227,frankfurter,7/4/15
227,other vegetables,7/4/15
228,ice cream,6/1/15
228,rolls/buns,6/1/15
229,canned beer,9/28/15
229,grapes,9/28/15
230,tropical fruit,11/29/15
230,berries,11/29/15
230,beef,11/29/15
230,butter milk,11/29/15
230,yogurt,11/29/15
230,sliced cheese,11/29/15
231,meat,3/7/15
231,oil,3/7/15
232,whole milk,5/9/15
232,curd,5/9/15
233,sausage,9/20/15
233,sauces,9/20/15
234,frankfurter,7/18/15
234,yogurt,7/18/15
235,meat,11/30/15
235,bottled water,11/30/15
236,root vegetables,5/5/15
236,canned beer,5/5/15
237,root vegetables,8/15/15
237,citrus fruit,8/15/15
238,whole milk,8/18/15
238,frozen meals,8/18/15
239,citrus fruit,7/1/15
239,other vegetables,7/1/15
240,citrus fruit,5/6/15
240,liquor,5/6/15
241,other vegetables,3/4/15
241,misc. beverages,3/4/15
242,citrus fruit,4/25/15
242,rolls/buns,4/25/15
243,sausage,12/14/15
243,whole milk,12/14/15
244,frankfurter,10/13/15
244,tropical fruit,10/13/15
245,hard cheese,4/13/15
245,pastry,4/13/15
246,cream cheese ,7/3/15
246,other vegetables,7/3/15
247,turkey,7/6/15
247,pip fruit,7/6/15
248,pork,9/7/15
248,specialty chocolate,9/7/15
249,whole milk,8/5/15
249,grapes,8/5/15
250,rolls/buns,3/27/15
250,liquor (appetizer),3/27/15
251,sausage,11/16/15
251,root vegetables,11/16/15
252,ice cream,11/5/15
252,root vegetables,11/5/15
253,liquor,9/16/15
253,brandy,9/16/15
254,pip fruit,1/28/15
254,soda,1/28/15
255,root vegetables,12/1/15
255,other vegetables,12/1/15
256,soda,10/25/15
256,ham,10/25/15
257,soda,2/5/15
258,sausage,8/3/15
258,soda,8/3/15
259,root vegetables,10/11/15
259,other vegetables,10/11/15
260,pork,5/17/15
260,hamburger meat,5/17/15
261,pork,5/22/15
261,whole milk,5/22/15
262,chocolate,5/30/15
262,root vegetables,5/30/15
263,fruit/vegetable juice,8/15/15
263,salty snack,8/15/15
264,pickled vegetables,4/18/15
264,soda,4/18/15
265,bottled water,6/30/15
265,berries,6/30/15
266,frankfurter,10/9/15
266,brown bread,10/9/15
267,tropical fruit,7/11/15
267,root vegetables,7/11/15
268,canned beer,8/5/15
268,dishes,8/5/15
269,root vegetables,1/31/15
269,frozen dessert,1/31/15
269,oil,1/31/15
270,meat,1/7/15
270,other vegetables,1/7/15
270,chewing gum,1/7/15
271,frankfurter,12/30/15
271,pip fruit,12/30/15
271,whipped/sour cream,12/30/15
272,tropical fruit,4/22/15
272,soda,4/22/15
272,rolls/buns,4/22/15
273,tropical fruit,5/27/15
273,rum,5/27/15
273,flour,5/27/15
274,citrus fruit,9/21/15
274,pot plants,9/21/15
274,newspapers,9/21/15
275,hamburger meat,8/27/15
275,dessert,8/27/15
275,newspapers,8/27/15
276,chicken,6/22/15
276,frozen fish,6/22/15
276,sugar,6/22/15
277,chicken,1/21/15
277,whole milk,1/21/15
277,specialty bar,1/21/15
278,frankfurter,4/26/15
278,seasonal products,4/26/15
278,rolls/buns,4/26/15
279,canned beer,9/4/15
279,soda,9/4/15
279,newspapers,9/4/15
280,turkey,12/30/15
280,meat,12/30/15
280,rolls/buns,12/30/15
281,packaged fruit/vegetables,8/30/15
281,rolls/buns,8/30/15
281,domestic eggs,8/30/15
282,pasta,5/30/15
282,yogurt,5/30/15
282,specialty bar,5/30/15
283,citrus fruit,5/15/15
283,hamburger meat,5/15/15
283,rolls/buns,5/15/15
284,sausage,2/7/15
284,berries,2/7/15
284,rolls/buns,2/7/15
285,whole milk,1/5/15
285,soda,1/5/15
285,mayonnaise,1/5/15
286,canned beer,6/11/15
286,long life bakery product,6/11/15
286,rolls/buns,6/11/15
287,citrus fruit,4/30/15
287,tropical fruit,4/30/15
287,canned fish,4/30/15
288,liquor (appetizer),6/27/15
288,hard cheese,6/27/15
288,yogurt,6/27/15
289,citrus fruit,4/10/15
289,liquor,4/10/15
289,white bread,4/10/15
290,sausage,6/6/15
290,whole milk,6/6/15
290,bottled water,6/6/15
291,chicken,1/13/15
291,pip fruit,1/13/15
291,curd,1/13/15
292,hamburger meat,9/23/15
292,frozen vegetables,9/23/15
292,cream cheese ,9/23/15
293,sausage,6/3/15
293,soda,6/3/15
293,rolls/buns,6/3/15
294,beef,2/8/15
294,root vegetables,2/8/15
294,butter milk,2/8/15
295,citrus fruit,1/25/15
295,sausage,1/25/15
295,brown bread,1/25/15
296,UHT-milk,12/29/15
296,berries,12/29/15
296,shopping bags,12/29/15
297,candy,12/2/15
297,berries,12/2/15
297,mustard,12/2/15
298,newspapers,1/23/15
298,sausage,1/23/15
298,sugar,1/23/15
299,beef,2/3/15
299,frozen fish,2/3/15
299,whole milk,2/3/15
300,sausage,5/28/15
300,white bread,5/28/15
300,candles,5/28/15
301,frankfurter,9/26/15
301,dishes,9/26/15
301,hygiene articles,9/26/15
302,canned beer,7/22/15
302,soda,7/22/15
302,frozen vegetables,7/22/15
303,bottled beer,11/2/15
303,whole milk,11/2/15
303,cream cheese ,11/2/15
304,onions,12/28/15
304,butter,12/28/15
304,soups,12/28/15
305,tropical fruit,3/23/15
305,canned beer,3/23/15
305,hygiene articles,3/23/15
306,bottled water,1/27/15
306,misc. beverages,1/27/15
306,fruit/vegetable juice,1/27/15
307,beef,12/3/15
307,berries,12/3/15
307,root vegetables,12/3/15
308,sausage,5/16/15
308,ice cream,5/16/15
308,rolls/buns,5/16/15
309,hair spray,4/18/15
309,chocolate,4/18/15
309,rolls/buns,4/18/15
310,chicken,12/3/15
310,salt,12/3/15
311,pork,9/29/15
311,root vegetables,9/29/15
311,rolls/buns,9/29/15
